Index,Ticket ID,Customer Plan,Ticket Subject,Ticket Text,Priority Hint
7395,CyE5EaazBs,Business,Invoice has extra seats,"We ran into an issue with a trial account: the invoice was already sent to finance. The upload file is a UTF-8 CSV created this morning. The file has 24,000 rows and 47 columns. The sales team is waiting for the cleaned file. What is the safest way to correct the invoice?",High
7396,Q2ItnCQepS,Pro,CSV columns shifted after upload,"A teammate checked a lead file and found semicolon delimiters from our ERP. This started after we exported from Pipedrive. We can work around it today, but need a reliable fix. Can you help us repair the import?",Medium
7397,m1B9X4pVOd,Free,Unexpected charge on invoice,"A teammate checked a duplicate subscription and found the renewal date is tomorrow. This started after we exported from HubSpot. We are using Firefox on macOS. We can work around it today, but need a reliable fix. Can you confirm whether you can send a revised receipt?",Urgent
7398,hu9giE1kdQ,Business,Scheduled enrichment did not finish,"During a cleanup involving new leads, we found credits were consumed before the failure. The affected rows are mostly from Germany. We can work around it today, but need a reliable fix. What should we check before we explain the error?",Medium
7399,kstViRELNf,Business,CSV columns shifted after upload,"During a cleanup involving a CRM backup, we found quoted values from Excel. The workspace has 14 active users. It is not urgent, but it affects several users. Please recover the original columns and let me know the next step.",Low
7400,wQkKgX7681,Starter,Billing amount looks wrong,"We ran into an issue with a canceled add-on: the card was charged this morning. We are using Firefox on iPadOS. We can work around it today, but need a reliable fix. Can you confirm whether you can correct the invoice?",Urgent
7401,rGnJX6e7mT,Business,Need CSV export before meeting,"We ran into an issue with a filtered contact list: the download link expired. The upload file is a tab-separated file created yesterday. The file has 100,000 rows and 120 columns. Finance is waiting for an answer. What should we check before we confirm whether the export is still running?",Low
7402,zsdZKUdtsp,Free,Commas broke my import,"During a cleanup involving a customer export, we found empty columns near the end. We are using Edge on Ubuntu. We need this before a customer meeting. Could you help us upload the file safely?",High
7403,MIK3krpYLz,Pro,Export has been running too long,"Our team is working on an enriched company table, and we found the export must include all columns. The workspace has 14 active users. The upload file is a UTF-8 CSV created during a migration test. It is not urgent, but it affects several users. Could you help us retry the job?",Low
7404,sNKOUIS2yJ,Business,Company matching missed records,A teammate checked accounts from two CRMs and found the duplicate groups look too strict. This started after we exported from HubSpot. The affected rows are mostly from Germany. I can share a sample row if needed. Is there a way to export a change log?,Low
7405,5LcaOyJ1uS,Pro,Encoding issue in names,"Our team is working on Portuguese product descriptions, and we found some rows came from an old CRM export. This started after we exported from Excel. We need this before a customer meeting. Can you help us fix the encoding?",Medium
7406,1c9OWLlp4Q,Enterprise,Company matching missed records,"During a cleanup involving companies with legal suffixes, we found the same company appears with local branches. The workspace has 14 active users. This started after we exported from Pipedrive. We can work around it today, but need a reliable fix. Can you confirm whether you can preview duplicate groups?",Medium
7407,L7y3hlf2cl,Free,Large export is slow,"After checking a deduplicated lead list, we saw that the file is needed for a scheduled import. The upload file is a Excel export created after a scheduled sync. We are using Chrome on macOS. This is blocking today's cleanup work. Please help me split the file and let me know the next step.",Urgent
7408,0NLWfC6Z4i,Business,Save AI prompts for the team,"While preparing translation prompts for a deadline, we found we run the same prompt every week. The workspace has 26 active users. We are testing this on a small file before running the full import. Please share prompts with the workspace and let me know the next step.",High
7409,shsFgsUTFg,Enterprise,Scheduled enrichment did not finish,"Our team is working on LinkedIn URLs, and we found the log shows a timeout. We are using Firefox on Windows. The sales team is waiting for the cleaned file. What should we check before we explain the error?",High
7410,K87Nw0smFP,Pro,Rows split into extra columns,"Our team is working on a supplier spreadsheet, and we found tabs copied from Google Sheets. We are using Safari on Windows. The affected rows are mostly from Canada. The issue affects one workspace, but not another. What should we check before we identify the failed rows?",Low
7411,p10xJH93Vm,Business,Large export is slow,"Our team is working on an enriched company table, and we found the file is needed for a scheduled import. We are using Firefox on macOS. This started after we exported from HubSpot. This is blocking today's cleanup work. Can you help us export only visible columns?",High
7412,Yzev6iiYB7,Free,Export has been running too long,I need help with a 200k-row collection because we found the browser tab was closed by mistake. The upload file is a Excel export created last Friday. This is blocking today's cleanup work. What should we check before we help me split the file?,Medium
7413,KsZ2it8KOz,Pro,Unexpected charge on invoice,"After checking an annual plan upgrade, we saw that the card was charged this morning. We are using Chrome on iPadOS. We need this before a customer meeting. Can you confirm whether you can apply the credit to the next invoice?",Urgent
7414,CPldwazK0R,Pro,Auto-run stopped processing rows,A teammate checked phone numbers and found credits were consumed before the failure. The upload file is a semicolon CSV created from a nightly export. We need this before a customer meeting. What should we check before we restart the run?,Urgent
7415,jZPOGsvOSt,Free,Save AI prompts for the team,"Our team is working on classification prompts, and we found we run the same prompt every week. The workspace has 26 active users. The sales team is waiting for the cleaned file. What is the safest way to apply a template to new files?",Low
7416,JKjoxWCsoX,Pro,Export has been running too long,We ran into an issue with an enriched company table: the download link expired. We are using Safari on iPadOS. The affected rows are mostly from Canada. The sales team is waiting for the cleaned file. Please send a fresh download link and let me know the next step.,Low
7417,MFxFDxdbjD,Free,Duplicates are not detected,"Our team is working on companies with legal suffixes, and we found some URLs include tracking parameters. The file has 24,000 rows and 12 columns. The same workflow worked last week. Is there a way to tune the matching rules?",Low
7418,LtEKEd84Ul,Business,Need help merging duplicate rows,"After checking leads from event lists, we saw that the same company appears with local branches. This started after we exported from Airtable. The upload file is a tab-separated file created yesterday. This is blocking today's cleanup work. What should we check before we preview duplicate groups?",Urgent
7419,Nj1F5SGsJ4,Starter,Password reset did not work,"While preparing our shared workspace for a deadline, we found the invite link has expired. We are using Safari on Ubuntu. This started after we exported from Excel. We can work around it today, but need a reliable fix. Can you confirm whether you can check the SSO configuration?",Low
7420,ZAURPxFRSD,Pro,Unexpected charge on invoice,I need help with a trial account because we found the change was made last month. The upload file is a Excel export created this morning. I can share a sample row if needed. Could you help us send a revised receipt?,Medium
7421,ALTCX4Qbzg,Enterprise,Save AI prompts for the team,"We ran into an issue with translation prompts: we test several LLM providers. The file has 24,000 rows and 86 columns. This started after we exported from Salesforce. I can share a sample row if needed. Can you help us save reusable templates?",Medium
7422,ULogmhq5Sa,Starter,Encoding issue in names,"Our team is working on Spanish addresses, and we found some rows came from an old CRM export. This started after we exported from an internal admin tool. The issue affects one workspace, but not another. Could you help us list the characters that changed?",Medium
7423,AXpZplXSez,Starter,Rows split into extra columns,"While preparing a lead file for a deadline, we found commas in the notes field. The affected rows are mostly from Brazil. The same workflow worked last week. Please upload the file safely and let me know the next step.",Medium
7424,dytcJoHuyw,Free,Reusable prompt templates,The workflow related to support triage prompts reported we want fewer copy-paste mistakes. The workspace has 7 active users. The sales team is waiting for the cleaned file. Can you help us lock approved prompts?,Low
7425,rO3l9YqLOD,Enterprise,Password reset did not work,"The workflow related to a teammate account reported SSO redirects to the wrong workspace. The file has 24,000 rows and 120 columns. We need this before a customer meeting. Please update the login email and let me know the next step.",High
7426,ZRLzNnzHKV,Business,Prompt library request,"While preparing cleaning prompts for a deadline, we found we want fewer copy-paste mistakes. This started after we exported from Salesforce. We are using Safari on Windows. Finance is waiting for an answer. What is the safest way to save reusable templates?",Medium
7427,P7pQAWVjw0,Pro,Large export is slow,"The workflow related to an enriched company table reported the download link expired. The file has 8,500 rows and 12 columns. This is blocking today's cleanup work. Can you confirm whether you can help me split the file?",High
7428,rIlfTGzJ8B,Enterprise,Password reset did not work,"After checking a new SSO user, we saw that the old email is no longer active. The file has 8,500 rows and 86 columns. The same workflow worked last week. Is there a way to check the SSO configuration?",Low
7429,ndUhzioqUs,Business,Cannot access workspace,"While preparing my admin account for a deadline, we found the reset email never arrived. The upload file is a tab-separated file created this morning. We are using Safari on Windows. We are testing this on a small file before running the full import. What is the safest way to resend the invitation?",Medium
7430,1wk8wqJOsS,Enterprise,Reusable prompt templates,"Our team is working on research prompts, and we found we run the same prompt every week. We are using Firefox on macOS. The sales team is waiting for the cleaned file. What is the safest way to compare prompt outputs?",Urgent
7431,DDprCq47NK,Enterprise,Special characters look wrong,The workflow related to French customer names reported the file mixes old and new rows. The workspace has 3 active users. This started after we exported from Shopify. Finance is waiting for an answer. What is the safest way to re-export the file correctly?,Urgent
7432,CvoNuAIgpD,Pro,Duplicates are not detected,A teammate checked contacts with two emails and found some URLs include tracking parameters. The upload file is a UTF-8 CSV created during a migration test. The affected rows are mostly from Germany. I can share a sample row if needed. Can you confirm whether you can tune the matching rules?,Medium
7433,QTzfsTyaFj,Starter,Commas broke my import,"While preparing a CRM backup for a deadline, we found commas in the notes field. The affected rows are mostly from Spain. This is blocking today's cleanup work. What is the safest way to upload the file safely?",Urgent
7434,fuTE34tBCD,Free,Cannot access workspace,"While preparing a contractor login for a deadline, we found the invite link has expired. The file has 1,200 rows and 120 columns. The workspace has 3 active users. We need this before a customer meeting. What is the safest way to resend the invitation?",Low
7435,X5Aslxp1hR,Starter,Reusable prompt templates,"A teammate checked cleaning prompts and found we want fewer copy-paste mistakes. The upload file is a Excel export created from a nightly export. It is not urgent, but it affects several users. What is the safest way to apply a template to new files?",Urgent
7436,CswEcOE7pY,Enterprise,Save AI prompts for the team,"After checking classification prompts, we saw that we need approvals before changing prompts. The affected rows are mostly from France. The upload file is a semicolon CSV created after a scheduled sync. We can work around it today, but need a reliable fix. Is there a way to share prompts with the workspace?",Urgent
7437,isbY7gMk0F,Enterprise,Commas broke my import,"The workflow related to a product catalog reported semicolon delimiters from our ERP. We are using Firefox on macOS. It is not urgent, but it affects several users. Can you help us upload the file safely?",Medium
7438,lLCgjuiRLt,Starter,Large export is slow,"After checking a deduplicated lead list, we saw that the download link expired. This started after we exported from Airtable. I can share a sample row if needed. What should we check before we export only visible columns?",Medium
7439,wm9AWj27Ao,Starter,Auto-run stopped processing rows,"After checking LinkedIn URLs, we saw that the run stopped overnight. We are using Firefox on Windows. The workspace has 14 active users. It is not urgent, but it affects several users. What should we check before we disable auto-run temporarily?",Medium
7440,J3gSqOUtXp,Business,Billing amount looks wrong,"After checking two removed users, we saw that the receipt does not match our purchase order. The affected rows are mostly from multiple EMEA offices. We need this before a customer meeting. Can you help us confirm the active seats?",Urgent
7441,NIrPboOeU5,Enterprise,Broken accents after import,We ran into an issue with Italian city names: the export was saved on a Windows laptop. The affected rows are mostly from Brazil. We are using Chrome on Ubuntu. The sales team is waiting for the cleaned file. What is the safest way to detect the right file encoding?,Low
7442,HN4eIQOeoQ,Starter,Encoding issue in names,"While preparing German company names for a deadline, we found UTF-8 worked in Excel but not after upload. The affected rows are mostly from the United States. We need this before a customer meeting. Can you help us re-export the file correctly?",Low
7443,arRvp2f4Gt,Pro,Auto-run stopped processing rows,"I need help with company domains because we found the log shows a timeout. The file has 1,200 rows and 28 columns. We need this before a customer meeting. Is there a way to avoid duplicate charges?",Low
7444,ugp4UYvVyg,Enterprise,Special characters look wrong,"After checking Italian city names, we saw that the export was saved on a Windows laptop. The affected rows are mostly from Canada. The sales team is waiting for the cleaned file. Is there a way to convert the file to clean UTF-8?",High
7445,U6nX0uGW3M,Enterprise,Large export is slow,"The workflow related to a 1M-row CSV reported the download link expired. This started after we exported from Pipedrive. We can work around it today, but need a reliable fix. What should we check before we retry the job?",Low
7446,SRs5rsvR4j,Starter,Duplicates are not detected,"During a cleanup involving domains with tracking parameters, we found some rows have empty phone numbers. The file has 24,000 rows and 86 columns. It is not urgent, but it affects several users. Could you help us tune the matching rules?",High
7447,MV55J450yJ,Business,Webhook failed during enrichment,"While preparing phone numbers for a deadline, we found the run stopped overnight. We are using Firefox on iPadOS. The upload file is a UTF-8 CSV created last Friday. This is blocking today's cleanup work. Is there a way to avoid duplicate charges?",High
7448,u2kLqKPCAV,Free,Password reset did not work,We ran into an issue with the owner account: the old email is no longer active. The file has 480 rows and 86 columns. The workspace has 7 active users. Finance is waiting for an answer. Please transfer ownership and let me know the next step.,Medium
7449,zwlmTS5RLz,Starter,Export has been running too long,"The workflow related to a 200k-row collection reported the file is needed for a scheduled import. The file has 24,000 rows and 47 columns. It is not urgent, but it affects several users. Please help me split the file and let me know the next step.",Urgent
7450,yzexXhOPuN,Starter,Locked out after email change,"After checking a new SSO user, we saw that SSO redirects to the wrong workspace. The file has 8,500 rows and 120 columns. The same workflow worked last week. Can you confirm whether you can send a recovery link?",High
7451,YMaWMcsQXh,Pro,Company matching missed records,A teammate checked leads from event lists and found one source has old values. The upload file is a Excel export created yesterday. We are using Edge on iPadOS. We need this before a customer meeting. What is the safest way to export a change log?,Urgent
7452,PL9umZSmHu,Starter,Need help merging duplicate rows,We ran into an issue with companies with legal suffixes: some rows have empty phone numbers. The affected rows are mostly from Germany. This is blocking today's cleanup work. Can you help us ignore empty fields during merge?,Medium
7453,5If9ZYIHhA,Pro,Duplicates are not detected,We ran into an issue with domains with tracking parameters: one source has old values. The affected rows are mostly from multiple EMEA offices. Finance is waiting for an answer. What should we check before we ignore empty fields during merge?,Urgent
7454,pKOgBk995f,Pro,Invoice has extra seats,"The workflow related to a canceled add-on reported the change was made last month. The workspace has 58 active users. The file has 1,200 rows and 12 columns. It is not urgent, but it affects several users. Could you help us update billing before renewal?",High
7455,vZ9DMpR8Rb,Business,Reusable prompt templates,I need help with lead scoring prompts because we found we need approvals before changing prompts. This started after we exported from HubSpot. I can share a sample row if needed. Please apply a template to new files and let me know the next step.,High
7456,jOd6I51x7m,Starter,Password reset did not work,The workflow related to a new SSO user reported the browser shows a permission error. This started after we exported from Shopify. We are testing this on a small file before running the full import. What is the safest way to check the SSO configuration?,Urgent
7457,lvSm4PIR6A,Free,Unexpected charge on invoice,"Our team is working on a trial account, and we found the receipt does not match our purchase order. This started after we exported from Shopify. The same workflow worked last week. Please confirm the active seats and let me know the next step.",Medium
7458,KIOJTyfTvM,Enterprise,Need CSV export before meeting,I need help with a deduplicated lead list because we found the file is needed for a scheduled import. This started after we exported from Salesforce. I can share a sample row if needed. Is there a way to send a fresh download link?,Medium
7459,1TZUIpE18I,Business,Large export is slow,"While preparing a 200k-row collection for a deadline, we found the export must include all columns. The file has 8,500 rows and 28 columns. Finance is waiting for an answer. Is there a way to send a fresh download link?",Medium
7460,Qjd7vSALoM,Pro,Locked out after email change,"A teammate checked the owner account and found the invite link has expired. The affected rows are mostly from Brazil. We can work around it today, but need a reliable fix. Could you help us send a recovery link?",Medium
7461,qNZBwEWmYZ,Starter,Commas broke my import,"A teammate checked an order history file and found line breaks inside addresses. This started after we exported from Pipedrive. The affected rows are mostly from multiple EMEA offices. It is not urgent, but it affects several users. Please repair the import and let me know the next step.",Urgent
7462,EfjPN8VZab,Enterprise,Large export is slow,The workflow related to a 200k-row collection reported the file is needed for a scheduled import. The workspace has 14 active users. The same workflow worked last week. Can you help us retry the job?,Urgent
7463,NZQtNcWeP4,Pro,Locked out after email change,"After checking our shared workspace, we saw that SSO redirects to the wrong workspace. The affected rows are mostly from the United Kingdom. This started after we exported from Pipedrive. We can work around it today, but need a reliable fix. Could you help us send a recovery link?",Urgent
7464,JwooPs2OWH,Enterprise,Company matching missed records,"After checking companies with legal suffixes, we saw that some rows have empty phone numbers. The file has 1,000,000 rows and 47 columns. The issue affects one workspace, but not another. Can you help us export a change log?",Urgent
7465,wjDiz2udX5,Business,Export has been running too long,We ran into an issue with an enriched company table: the browser tab was closed by mistake. The workspace has 3 active users. This is blocking today's cleanup work. Can you confirm whether you can speed up the export?,Medium
7466,WwQrGf3sLC,Starter,Billing amount looks wrong,"While preparing an annual plan upgrade for a deadline, we found the invoice was already sent to finance. The workspace has 3 active users. I can share a sample row if needed. Could you help us apply the credit to the next invoice?",Low
7467,N5yacCrn7q,Free,Auto-run stopped processing rows,"During a cleanup involving email addresses, we found only some rows were processed. The workspace has 7 active users. The sales team is waiting for the cleaned file. Can you confirm whether you can avoid duplicate charges?",Urgent
7468,0DvojszMcm,Starter,Scheduled enrichment did not finish,"While preparing LinkedIn URLs for a deadline, we found credits were consumed before the failure. We are using Firefox on iPadOS. This is blocking today's cleanup work. Can you help us show failed rows?",Medium
7469,npLeLkndRq,Pro,Encoding issue in names,"While preparing smart quotes for a deadline, we found UTF-8 worked in Excel but not after upload. The file has 100,000 rows and 120 columns. This is blocking today's cleanup work. What should we check before we convert the file to clean UTF-8?",Urgent
7470,HXQdtCMbDR,Enterprise,Export has been running too long,"While preparing an enriched company table for a deadline, we found the download link expired. The upload file is a tab-separated file created during a migration test. The workspace has 3 active users. The same workflow worked last week. Can you help us confirm whether the export is still running?",Medium
7471,LMQBa1paq8,Business,Locked out after email change,"During a cleanup involving a contractor login, we found the browser shows a permission error. This started after we exported from Google Sheets. The issue affects one workspace, but not another. Please resend the invitation and let me know the next step.",Medium
7472,XcdfaxwR8A,Business,Invoice has extra seats,We ran into an issue with two removed users: the receipt does not match our purchase order. The workspace has 26 active users. The upload file is a CSV created this morning. This is blocking today's cleanup work. What should we check before we correct the invoice?,High
7473,zo7n5POt9A,Business,Save AI prompts for the team,"While preparing research prompts for a deadline, we found we need approvals before changing prompts. The file has 24,000 rows and 12 columns. The same workflow worked last week. Can you confirm whether you can compare prompt outputs?",High
7474,AIuhsH7gRd,Starter,Encoding issue in names,A teammate checked Nordic characters and found some rows came from an old CRM export. The affected rows are mostly from Germany. This started after we exported from HubSpot. We are testing this on a small file before running the full import. Can you confirm whether you can fix the encoding?,High
7475,UxS44KiHDs,Starter,Need help merging duplicate rows,"I need help with accounts from two CRMs because we found some URLs include tracking parameters. The upload file is a UTF-8 CSV created after a scheduled sync. The issue affects one workspace, but not another. What is the safest way to merge the best values?",Urgent
7476,wOBKguG9Jm,Starter,Need CSV export before meeting,"A teammate checked a full product table and found the progress bar has not moved. The file has 100,000 rows and 28 columns. The upload file is a tab-separated file created from a nightly export. This is blocking today's cleanup work. Could you help us export only visible columns?",Low
7477,z1o7TTtQFG,Enterprise,Scheduled enrichment did not finish,"During a cleanup involving website URLs, we found auto-run did not pick up new rows. This started after we exported from Salesforce. The sales team is waiting for the cleaned file. What should we check before we show failed rows?",Low
7478,3uFdWhxkSc,Pro,Encoding issue in names,"A teammate checked Portuguese product descriptions and found some rows came from an old CRM export. The file has 1,200 rows and 28 columns. Finance is waiting for an answer. What should we check before we convert the file to clean UTF-8?",Low
7479,6y3B8AjuAl,Business,Special characters look wrong,The workflow related to Nordic characters reported some rows came from an old CRM export. The upload file is a CSV created after a scheduled sync. We need this before a customer meeting. Please convert the file to clean UTF-8 and let me know the next step.,Medium
7480,KkiNDvtD3a,Enterprise,Need help merging duplicate rows,I need help with contacts with two emails because we found one source has old values. The upload file is a semicolon CSV created last Friday. We are testing this on a small file before running the full import. Could you help us export a change log?,Low
7481,34qxjTxLdM,Business,CSV columns shifted after upload,"Our team is working on a lead file, and we found quoted values from Excel. We are using Edge on macOS. This started after we exported from Airtable. Finance is waiting for an answer. Please recover the original columns and let me know the next step.",Medium
7482,qRKi39f8KX,Starter,Export has been running too long,"I need help with a filtered contact list because we found the browser tab was closed by mistake. The upload file is a semicolon CSV created this morning. The affected rows are mostly from Germany. The issue affects one workspace, but not another. Is there a way to send a fresh download link?",High
7483,KuUbGtwjtD,Free,Save AI prompts for the team,"After checking cleaning prompts, we saw that we want fewer copy-paste mistakes. We are using Chrome on Ubuntu. The file has 100,000 rows and 86 columns. We are testing this on a small file before running the full import. What should we check before we lock approved prompts?",Urgent
7484,srsyB24dRu,Pro,Need CSV export before meeting,The workflow related to a full product table reported the download link expired. The affected rows are mostly from France. I can share a sample row if needed. Could you help us confirm whether the export is still running?,Low
7485,Iy1DVpo33S,Business,Invoice has extra seats,"While preparing a trial account for a deadline, we found the invoice was already sent to finance. The affected rows are mostly from the United States. The workspace has 58 active users. The issue affects one workspace, but not another. Can you confirm whether you can confirm the active seats?",Medium
7486,1pYSCt9ej9,Free,Broken accents after import,"While preparing French customer names for a deadline, we found the export was saved on a Windows laptop. The file has 100,000 rows and 47 columns. This started after we exported from Salesforce. We are testing this on a small file before running the full import. Could you help us convert the file to clean UTF-8?",High
7487,NnpeIRfT2I,Business,Company matching missed records,"We ran into an issue with leads from event lists: some rows have empty phone numbers. The upload file is a UTF-8 CSV created yesterday. The affected rows are mostly from France. It is not urgent, but it affects several users. Can you confirm whether you can keep the newest value?",High
7488,CXAR8p3TVN,Business,Save AI prompts for the team,The workflow related to lead scoring prompts reported we test several LLM providers. The upload file is a tab-separated file created from a nightly export. The affected rows are mostly from the United Kingdom. The sales team is waiting for the cleaned file. Is there a way to apply a template to new files?,Urgent
7489,54LoqZSgMW,Free,Webhook failed during enrichment,"I need help with website URLs because we found only some rows were processed. The affected rows are mostly from Germany. The file has 100,000 rows and 28 columns. This is blocking today's cleanup work. Could you help us restart the run?",High
7490,bAsRM6raJl,Pro,Save AI prompts for the team,A teammate checked research prompts and found we test several LLM providers. We are using Safari on Ubuntu. The workspace has 3 active users. The sales team is waiting for the cleaned file. Is there a way to share prompts with the workspace?,Medium
7491,Uy0EzxxJWj,Business,Commas broke my import,"Our team is working on a vendor list, and we found commas in the notes field. The upload file is a tab-separated file created last Friday. The workspace has 58 active users. I can share a sample row if needed. Please normalize the delimiter and let me know the next step.",Urgent
7492,hATiWWzRVc,Starter,Need CSV export before meeting,"We ran into an issue with a deduplicated lead list: the export must include all columns. This started after we exported from Pipedrive. It is not urgent, but it affects several users. Is there a way to send a fresh download link?",Urgent
7493,HUp9FIeGT1,Pro,CSV columns shifted after upload,The workflow related to a product catalog reported quoted values from Excel. This started after we exported from Airtable. I can share a sample row if needed. What is the safest way to normalize the delimiter?,Low
7494,aie2kBqWJg,Pro,Commas broke my import,"Our team is working on a supplier spreadsheet, and we found unescaped quotes in product descriptions. The file has 480 rows and 120 columns. The workspace has 14 active users. I can share a sample row if needed. What should we check before we upload the file safely?",Medium
7495,QRMie9rmZT,Enterprise,Commas broke my import,"The workflow related to a customer export reported empty columns near the end. The workspace has 14 active users. We are using Edge on iPadOS. We can work around it today, but need a reliable fix. What should we check before we keep multiline notes in one column?",Urgent
7496,rciws8WWNr,Free,Company matching missed records,"The workflow related to contacts with two emails reported some URLs include tracking parameters. The file has 250,000 rows and 28 columns. This is blocking today's cleanup work. Can you confirm whether you can ignore empty fields during merge?",Urgent
7497,ramD8UhHJQ,Starter,Duplicates are not detected,"After checking domains with tracking parameters, we saw that the duplicate groups look too strict. We are using Safari on macOS. The same workflow worked last week. Could you help us preview duplicate groups?",Low
7498,SKGr7sVFb3,Pro,Large export is slow,I need help with a filtered contact list because we found the export must include all columns. The upload file is a tab-separated file created during a migration test. The sales team is waiting for the cleaned file. What should we check before we help me split the file?,Low
7499,ZgBd0ETObw,Enterprise,Invoice has extra seats,"After checking an annual plan upgrade, we saw that the change was made last month. We are using Edge on Windows. The sales team is waiting for the cleaned file. Can you confirm whether you can update billing before renewal?",Low
7500,gxydc0Sj2n,Pro,Password reset did not work,We ran into an issue with the owner account: the reset email never arrived. The upload file is a semicolon CSV created during a migration test. The file has 480 rows and 12 columns. This is blocking today's cleanup work. Can you help us restore access?,Low
7501,OLA5IfO2Ah,Starter,Webhook failed during enrichment,We ran into an issue with email addresses: the run stopped overnight. The upload file is a Excel export created during a migration test. The sales team is waiting for the cleaned file. Please resume from the failed rows and let me know the next step.,Urgent
7502,wVqyDVHRZI,Starter,Company matching missed records,"Our team is working on companies with legal suffixes, and we found the duplicate groups look too strict. The upload file is a CSV created last Friday. I can share a sample row if needed. What is the safest way to export a change log?",High
7503,PiMq6Kh1tW,Starter,Duplicates are not detected,"During a cleanup involving leads from event lists, we found some rows have empty phone numbers. The affected rows are mostly from Canada. The workspace has 3 active users. The sales team is waiting for the cleaned file. What should we check before we export a change log?",Low
7504,UZBBbzf798,Starter,Broken accents after import,"We ran into an issue with currency symbols: the file mixes old and new rows. The affected rows are mostly from Canada. The issue affects one workspace, but not another. What is the safest way to keep accents readable?",High
7505,xQoZ0SADSa,Starter,Company matching missed records,"We ran into an issue with leads from event lists: some URLs include tracking parameters. The file has 8,500 rows and 12 columns. The issue affects one workspace, but not another. Can you help us ignore empty fields during merge?",Low
7506,Zjp3tjK4mY,Business,Commas broke my import,"While preparing a customer export for a deadline, we found unescaped quotes in product descriptions. The file has 8,500 rows and 120 columns. The affected rows are mostly from the United States. This is blocking today's cleanup work. Is there a way to normalize the delimiter?",High
7507,akUaJqyRBI,Business,Rows split into extra columns,"A teammate checked a lead file and found unescaped quotes in product descriptions. This started after we exported from Airtable. The affected rows are mostly from the United States. We can work around it today, but need a reliable fix. Please upload the file safely and let me know the next step.",Urgent
7508,SSW05DjJZH,Business,Company matching missed records,"While preparing leads from event lists for a deadline, we found the duplicate groups look too strict. We are using Edge on Windows. This is blocking today's cleanup work. What should we check before we preview duplicate groups?",Low
7509,JPJlLrHQat,Business,Company matching missed records,"While preparing accounts from two CRMs for a deadline, we found one source has old values. The workspace has 58 active users. The file has 8,500 rows and 120 columns. This is blocking today's cleanup work. Can you help us ignore empty fields during merge?",Medium
7510,NqBTG5V2eU,Pro,Invoice has extra seats,"During a cleanup involving a trial account, we found the card was charged this morning. We are using Safari on iPadOS. The workspace has 58 active users. Finance is waiting for an answer. Can you help us confirm the active seats?",High
7511,tiZsahbOul,Free,Special characters look wrong,"Our team is working on currency symbols, and we found the export was saved on a Windows laptop. The workspace has 3 active users. This started after we exported from an internal admin tool. This is blocking today's cleanup work. What should we check before we re-export the file correctly?",Urgent
7512,HbOSzoRx7b,Free,Rows split into extra columns,"I need help with a supplier spreadsheet because we found unescaped quotes in product descriptions. This started after we exported from Salesforce. The file has 24,000 rows and 86 columns. It is not urgent, but it affects several users. Can you help us recover the original columns?",Urgent
7513,3j0hziGZW3,Enterprise,Encoding issue in names,A teammate checked Spanish addresses and found the file may be Windows-1252. The affected rows are mostly from the United States. The upload file is a Excel export created during a migration test. The sales team is waiting for the cleaned file. Please fix the encoding and let me know the next step.,Urgent
7514,AZiIJDS0UN,Pro,Reusable prompt templates,"After checking classification prompts, we saw that we want fewer copy-paste mistakes. The upload file is a semicolon CSV created this morning. The workspace has 3 active users. The same workflow worked last week. Is there a way to lock approved prompts?",High
7515,cqwaypTcHF,Free,Prompt library request,"Our team is working on cleaning prompts, and we found we need approvals before changing prompts. We are using Chrome on macOS. We can work around it today, but need a reliable fix. Please compare prompt outputs and let me know the next step.",High
7516,vjDRqJS9Wi,Free,Rows split into extra columns,The workflow related to a lead file reported quoted values from Excel. This started after we exported from Google Sheets. The upload file is a Excel export created after a scheduled sync. Finance is waiting for an answer. Can you confirm whether you can repair the import?,Urgent
7517,IlGvmzhfBf,Free,Cannot access workspace,"After checking a contractor login, we saw that SSO redirects to the wrong workspace. This started after we exported from Salesforce. It is not urgent, but it affects several users. Can you confirm whether you can update the login email?",Low
7518,EQp5qjaPT5,Enterprise,Export has been running too long,"After checking a filtered contact list, we saw that the browser tab was closed by mistake. The file has 1,000,000 rows and 47 columns. This started after we exported from Google Sheets. This is blocking today's cleanup work. What is the safest way to speed up the export?",Urgent
7519,XKu34WNKxO,Free,Encoding issue in names,"After checking French customer names, we saw that the file may be Windows-1252. The upload file is a Excel export created during a migration test. We are using Chrome on macOS. The same workflow worked last week. Could you help us keep accents readable?",Medium
7520,99IdojduyJ,Enterprise,Company matching missed records,"After checking accounts from two CRMs, we saw that some URLs include tracking parameters. The workspace has 26 active users. This started after we exported from HubSpot. We are testing this on a small file before running the full import. What is the safest way to merge the best values?",Low
7521,H283iBejCt,Pro,CSV columns shifted after upload,"Our team is working on a supplier spreadsheet, and we found commas in the notes field. The file has 100,000 rows and 120 columns. The same workflow worked last week. Please recover the original columns and let me know the next step.",High
7522,9HJua3kccE,Starter,Special characters look wrong,I need help with currency symbols because we found the file may be Windows-1252. The workspace has 26 active users. We are testing this on a small file before running the full import. What is the safest way to list the characters that changed?,Medium
7523,wSpZDb1pEi,Business,Company matching missed records,"After checking names with typos, we saw that the same company appears with local branches. We are using Firefox on iPadOS. I can share a sample row if needed. Please tune the matching rules and let me know the next step.",Low
